90.4638,0.444604,-0.218211,-0.00369376,0.215502,0.225147,0.220068,0.369435,0.40976,0.399841,0.336718,0.317284,0.335371,13.5037,7.40418,12.8602,12.7541,505.639,194.657,442.785,439.155,0.847007,0.855155,0.866341,0.836934,0.163834,0.270987,0.165718,0.199019
86.8459,0.224625,-0.129688,-0.0267609,0.17921,0.120282,0.137436,0.439089,0.335133,0.370275,0.29416,0.169078,0.224545,17.4142,10.0904,15.8957,16.4214,804.762,242.537,649.517,684.214,0.882336,0.928343,0.89405,0.891657,0.0788387,0.0375644,0.07107,0.0900686
93.6524,0.039726,-0.333011,-0.169378,0.174911,0.191444,0.17918,0.403924,0.454431,0.453356,0.302009,0.29959,0.305273,15.1955,13.0525,15.4171,17.0172,657.204,425.316,662.931,808.44,0.877327,0.878482,0.880824,0.826747,0.258062,0.197293,0.229881,0.295027
94.7712,0.393381,-0.0121626,0.151986,0.0425183,0.0460804,0.0230879,0.506729,0.354992,0.432273,0.338075,0.211632,0.290738,20.867,10.8328,18.9649,20.999,916.622,283.687,751.111,879.627,0.81169,0.855254,0.828363,0.809581,0.0693713,0.09249,0.0752293,0.049955
91.1936,0.271398,-0.151377,0.0130536,0.131626,0.0856921,0.114633,0.32618,0.363534,0.355191,0.273852,0.22674,0.258957,16.8537,12.2653,17.5074,17.2767,645.562,361.714,696.303,741.294,0.882889,0.883747,0.880433,0.859876,0.0649756,0.0876876,0.0568803,0.0946476
85.4888,0.226905,-0.137911,-0.0187807,0.117814,0.112162,0.104471,0.469511,0.394929,0.442018,0.335507,0.239151,0.29197,17.2128,12.0456,17.9929,17.4279,723.382,349.05,785.86,773.883,0.881413,0.864544,0.879017,0.859842,0.0715146,0.065529,0.067477,0.076029
94.3345,0.450971,-0.118109,0.17913,0.211481,0.19665,0.202143,0.376287,0.430093,0.387486,0.30678,0.279805,0.297148,11.9978,6.92269,11.6039,12.0206,469.062,172.241,411.067,458.753,0.861037,0.840137,0.875287,0.846429,0.204727,0.327533,0.182896,0.242907
88.8809,0.245455,-0.230435,0.00207502,0.219947,0.281975,0.250039,0.55723,0.428432,0.482705,0.330254,0.297087,0.311635,11.9501,8.18005,11.7992,12.2523,475.221,251.618,453.063,546.576,0.94182,0.878998,0.944861,0.923123,0.226695,0.317736,0.232093,0.321353
92.4017,0.399659,-0.123883,0.117572,0.128616,0.167737,0.147708,0.409991,0.426401,0.432191,0.280654,0.258669,0.277354,14.3094,9.05135,13.7795,14.6959,589.795,251.765,544.854,642.799,0.906873,0.893819,0.912063,0.894784,0.171536,0.212005,0.176615,0.170925
98.5187,0.185235,-0.228016,-0.0890647,0.0698895,0.110229,0.0882721,0.498081,0.364973,0.426543,0.272169,0.1927,0.243218,8.35618,11.0788,9.07524,11.1214,323,352.342,334.807,455.39,0.926948,0.924999,0.918901,0.903119,0.360238,0.242044,0.333738,0.323333
97.7916,0.376911,-0.106974,0.0722781,0.219198,0.239739,0.24573,0.487178,0.317593,0.435906,0.342764,0.262018,0.3211,13.8893,8.67278,13.0567,12.5082,578.365,252.063,510.253,529.867,0.913271,0.923631,0.918307,0.898249,0.177328,0.331134,0.189143,0.298852
98.0198,0.30826,-0.25862,0.00916486,0.243297,-0.213021,0.0615928,0.387838,0.423934,0.428511,0.376455,0.433203,0.353617,11.3207,10.0286,11.518,9.58963,495.683,388.495,529.532,412.141,0.929333,0.903402,0.9161,0.89593,0.313401,0.382415,0.334815,0.418303
98.7441,0.399451,-0.0710361,0.0819846,0.387147,0.0503721,0.222635,0.344135,0.266739,0.265003,0.390145,0.208552,0.321651,13.3825,12.1143,14.2286,12.1871,498.929,383.3,544.032,424.23,0.916598,0.91962,0.916692,0.910568,0.101505,0.135194,0.0861146,0.214165
97.0378,0.214606,-0.306786,-0.133558,0.197653,0.151283,0.210887,0.514439,0.407862,0.460485,0.328883,0.242517,0.321822,13.0667,10.8402,12.5394,12.58,535.125,368.489,472.733,534.738,0.883928,0.87128,0.898593,0.847014,0.261184,0.274448,0.229514,0.322636
98.2308,0.318548,-0.212288,-0.0257091,0.0926231,-0.00872654,0.0299367,0.404639,0.308039,0.341089,0.287564,0.192046,0.250491,11.4268,10.3102,11.2122,10.846,392.972,302.044,355.504,357.104,0.913461,0.904649,0.920964,0.914922,0.119956,0.150988,0.134267,0.15042
